restaurant_id,name,city,area,cuisines,avg_cost_for_two,budget_band,rating,rating_count,attributes,source_updated_at
666494a2-2676-5754-8cfe-4769d58a66c3,Darkolates,Banashankari,Banashankari,['Desserts'],200.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
3f8fa375-38dd-52f4-95c2-e90fdaf253e5,Swaada Healthy Kitchen,Banashankari,Banashankari,"['Healthy Food', 'Juices', 'Sandwich']",350.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
c5ba7cd2-d8e6-5ff9-835a-be32899d9361,Gawdaru Mane Beriyani,Banashankari,Banashankari,"['South Indian', 'Biryani']",300.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
608c1199-77ad-5613-9295-0e5d0fa95cc0,Melting Melodies,Banashankari,Banashankari,"['Pizza', 'Fast Food']",100.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
498cb304-7ba0-5d96-be61-2360d93d7f5e,New Indraprasta,Banashankari,Banashankari,"['South Indian', 'Beverages']",150.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
6551013e-2328-53b1-81c0-644e697dca87,Anna Kuteera,Banashankari,Banashankari,"['South Indian', 'North Indian', 'Chinese']",450.0,low,4.0,771,{},2026-04-14T16:58:16.338798+00:00
79587dfc-29b3-52ee-9647-a77a0152c5f1,Darbar,Banashankari,Banashankari,"['North Indian', 'Chinese']",800.0,low,3.0,98,{},2026-04-14T16:58:16.338798+00:00
eec91fd1-3962-5303-8b19-cc69fe1c27e0,Vijayalakshmi,Banashankari,Basavanagudi,['South Indian'],200.0,low,3.9,47,{},2026-04-14T16:58:16.338798+00:00
5b56eeb3-7c54-5d14-b8c7-f18aee61ecd5,Sri Udupi Food Hub,Banashankari,Jayanagar,"['South Indian', 'North Indian', 'Chinese', 'Beverages']",500.0,low,4.1,175,{},2026-04-14T16:58:16.338798+00:00
88be5b35-fdc2-5db8-b2c3-eca438bac524,Udupi Upahar,Banashankari,Banashankari,"['South Indian', 'Chinese', 'North Indian', 'Juices']",300.0,low,3.8,58,{},2026-04-14T16:58:16.338798+00:00
66fedd93-570c-5cc0-816f-f52d9bbc6964,House Of Kebabs,Banashankari,Basavanagudi,"['North Indian', 'Kebab', 'Biryani', 'Chinese']",650.0,low,3.8,540,{},2026-04-14T16:58:16.338798+00:00
597f913e-ee62-5783-865f-53a36ecb68cd,Roll N Rock,Banashankari,Kumaraswamy Layout,"['Chinese', 'North Indian', 'Mughlai', 'Rolls']",400.0,low,3.8,124,{},2026-04-14T16:58:16.338798+00:00
373d40f8-e527-55d2-a448-15784f821d2f,BOX8- Desi Meals,Banashankari,Banashankari,"['North Indian', 'Mughlai', 'Fast Food']",500.0,low,4.1,340,{},2026-04-14T16:58:16.338798+00:00
36e68f31-0c05-5d7d-8c75-f614ccf5dbf5,KFC,Banashankari,Banashankari,"['Burger', 'Fast Food']",450.0,low,3.8,505,{},2026-04-14T16:58:16.338798+00:00
b0842e51-a141-59a4-a0fd-18cc312817c1,Bitez,Banashankari,Banashankari,['Fast Food'],100.0,low,,0,{},2026-04-14T16:58:16.338798+00:00
ebe38b68-490c-5aee-b88e-7f346a3c253e,Roll Over,Banashankari,Jayanagar,"['Desserts', 'Ice Cream', 'Beverages', 'Fast Food', 'Sandwich']",500.0,low,4.1,438,{},2026-04-14T16:58:16.338798+00:00
442e47fb-8e7f-5ab3-a5cf-496b245ffb9c,Imperial Restaurant,Banashankari,Mysore Road,"['North Indian', 'Chinese', 'Biryani', 'Beverages']",750.0,low,3.7,264,{},2026-04-14T16:58:16.338798+00:00
a6e7ba88-76b3-5591-bb07-1e8d942b49d9,Lassi Shop,Banashankari,Kumaraswamy Layout,"['Beverages', 'Juices', 'Ice Cream']",150.0,low,3.9,169,{},2026-04-14T16:58:16.338798+00:00
0bfd597c-bf24-590b-a543-cc2fefe328d7,The Fortuna,Banashankari,Kumaraswamy Layout,"['North Indian', 'Chinese']",250.0,low,3.0,67,{},2026-04-14T16:58:16.338798+00:00
e87d9cde-141a-5f7b-a840-f6071d6e9a21,Wahab,Banashankari,Jayanagar,"['North Indian', 'Mughlai', 'Chinese']",350.0,low,3.7,97,{},2026-04-14T16:58:16.338798+00:00
b45a023c-80ed-52c6-891b-718b9498600a,Al Diwan Biryanis And More,Banashankari,Basavanagudi,['Biryani'],300.0,low,3.3,12,{},2026-04-14T16:58:16.338798+00:00
2fad6857-4f30-5d9f-a61f-2b2c14bf725e,New Gowda's Fried Chicken,Banashankari,Banashankari,['Biryani'],300.0,low,3.3,12,{},2026-04-14T16:58:16.338798+00:00
0d6c51ad-329a-56d4-9889-058a996678ab,Canton,Banashankari,Jayanagar,"['Chinese', 'Seafood', 'Biryani']",800.0,low,3.6,195,{},2026-04-14T16:58:16.338798+00:00
cb10d5b1-be18-5177-ab1a-6072684f7c61,Diabetics Dezire Sugarless Sweets and Bakes,Banashankari,Basavanagudi,"['Desserts', 'Mithai']",300.0,low,3.3,13,{},2026-04-14T16:58:16.338798+00:00
11437819-4d2a-5976-a74e-4942658ea866,The Blue Wagon - Kitchen,Banashankari,Jayanagar,"['Cafe', 'Beverages']",400.0,low,4.6,228,{},2026-04-14T16:58:16.338798+00:00
88a12f3d-34dc-5d4d-b0ca-59cb566dc370,HOT COFFEE,Banashankari,Basavanagudi,"['South Indian', 'Chinese']",150.0,low,4.1,70,{},2026-04-14T16:58:16.338798+00:00
600e7011-7b30-5b8f-be85-cd065cb052d5,Patio 805,Banashankari,Jayanagar,"['Thai', 'Vietnamese', 'Asian', 'Chinese']",1.0,low,4.1,364,{},2026-04-14T16:58:16.338798+00:00
ce863d02-1bdd-5add-97c5-3dfffd47d9c2,Lassi Corner,Banashankari,Basavanagudi,"['Beverages', 'Ice Cream']",150.0,low,3.7,107,{},2026-04-14T16:58:16.338798+00:00
d2ea52a6-29d5-56f5-83f9-356633d262b4,Sagar Deluxe,Banashankari,Kumaraswamy Layout,"['South Indian', 'North Indian', 'Chinese', 'Juices']",300.0,low,3.2,167,{},2026-04-14T16:58:16.338798+00:00
7bc03299-1383-5c6e-9cea-001597573636,Kanti Sweets,Banashankari,Banashankari,"['Mithai', 'Street Food']",400.0,low,4.0,115,{},2026-04-14T16:58:16.338798+00:00
da0250df-826a-579c-a7ef-b75005f0e161,Vegetalia,Banashankari,Banashankari,"['Italian', 'Pizza']",400.0,low,3.7,27,{},2026-04-14T16:58:16.338798+00:00
eacd1b05-0237-5e3b-82f9-0f7433c8cc47,Aramane Donne Biryani,Banashankari,Banashankari,['Biryani'],200.0,low,3.5,57,{},2026-04-14T16:58:16.338798+00:00
0c509fe5-5f3e-59d2-abd5-568f2b57e190,Ande Ka Funda,Banashankari,Banashankari,"['North Indian', 'Fast Food', 'Rolls']",250.0,low,3.8,120,{},2026-04-14T16:58:16.338798+00:00
80986747-ac0e-5e84-915b-78fbae50fde4,Cake Ghar,Banashankari,Basavanagudi,['Bakery'],400.0,low,3.8,15,{},2026-04-14T16:58:16.338798+00:00
79225bba-96e8-5e12-acaf-da2590339042,Energy Addaa,Banashankari,Basavanagudi,"['Salad', 'Healthy Food', 'Sandwich', 'Juices', 'Burger', 'Desserts', 'Pizza']",500.0,low,4.2,64,{},2026-04-14T16:58:16.338798+00:00
3f9d1714-aa2e-58c2-8ea0-caae14c4d56d,Bhattara Bhojana,Banashankari,Banashankari,['South Indian'],150.0,low,3.6,66,{},2026-04-14T16:58:16.338798+00:00
caa523a9-b493-543f-8c31-3a9444e3647e,Tandoori Knight,Banashankari,Banashankari,"['North Indian', 'Chinese', 'Biryani', 'Kebab']",450.0,low,3.0,290,{},2026-04-14T16:58:16.338798+00:00
9ba4bafc-60f3-5f7a-8942-75996323c430,Dev Sagar - Food Street,Banashankari,Basavanagudi,['Street Food'],200.0,low,4.1,233,{},2026-04-14T16:58:16.338798+00:00
97a23bce-cbe1-57dd-bfca-05ed36033665,Mitraa Da Pizza,Banashankari,Kumaraswamy Layout,"['Fast Food', 'Pizza']",250.0,low,3.8,115,{},2026-04-14T16:58:16.338798+00:00
8c0072f6-b254-5701-a09d-a775c0d4f417,Paradise Premium,Banashankari,Banashankari,"['Biryani', 'Andhra', 'Hyderabadi', 'North Indian']",700.0,low,3.1,119,{},2026-04-14T16:58:16.338798+00:00
9dc97b46-b69a-5499-be22-5ebab9c957e1,Grazers,Banashankari,Jayanagar,"['Cafe', 'Burger', 'Continental', 'Italian', 'Desserts']",650.0,low,3.9,291,{},2026-04-14T16:58:16.338798+00:00
ac2c02b5-f08a-5729-8bd5-9b0f4795d428,Shakes Theory,Banashankari,Jayanagar,"['Beverages', 'Sandwich']",300.0,low,4.5,155,{},2026-04-14T16:58:16.338798+00:00
c094205f-5699-5d98-bfd7-2876b6bb5bf9,@Italy,Banashankari,Kumaraswamy Layout,['Italian'],700.0,low,4.1,305,{},2026-04-14T16:58:16.338798+00:00
14510929-7c62-58e3-aea0-56b267f1f484,Chilli Flakes,Banashankari,Banashankari,"['Fast Food', 'Italian', 'Beverages']",500.0,low,3.6,46,{},2026-04-14T16:58:16.338798+00:00
b03e0ebc-808b-5417-bf8b-646c621efdf6,Calcutta Cafe,Banashankari,Kumaraswamy Layout,"['Bengali', 'Chinese', 'Sandwich']",350.0,low,3.5,45,{},2026-04-14T16:58:16.338798+00:00
8eab2174-cc0d-5997-9153-d24d19a3d708,Old Mumbai Ice Cream,Banashankari,Banashankari,['Ice Cream'],150.0,low,3.9,38,{},2026-04-14T16:58:16.338798+00:00
50030f48-c4a5-57f9-be00-0f7fac4e8a43,Donne Biriyani House,Banashankari,Banashankari,"['South Indian', 'North Indian', 'Chinese', 'Biryani']",400.0,low,3.9,441,{},2026-04-14T16:58:16.338798+00:00
9ef51428-3fed-5f56-9e3e-cfc80c232ea7,By 2 Coffee,Banashankari,Basavanagudi,['South Indian'],100.0,low,3.9,25,{},2026-04-14T16:58:16.338798+00:00
5c5e24ad-90b2-5a3d-b8b2-d058cd4b78a2,Kedia's Fun Food,Banashankari,Jayanagar,"['North Indian', 'Street Food', 'Juices']",200.0,low,4.3,630,{},2026-04-14T16:58:16.338798+00:00
c7c37817-477a-5a20-8973-1fd5285eaded,Davangere Butter Dosa Hotel,Banashankari,Kumaraswamy Layout,['South Indian'],150.0,low,3.8,25,{},2026-04-14T16:58:16.338798+00:00
1c3395ae-5018-50bd-aed7-f682d1c7bb42,Just Shawarma,Banashankari,Kumaraswamy Layout,['Arabian'],300.0,low,3.9,160,{},2026-04-14T16:58:16.338798+00:00
76484aa5-bd31-58ee-b2fd-ccf6b8ff47f8,Mini Punjabi Dhaba,Banashankari,Banashankari,['North Indian'],350.0,low,4.2,287,{},2026-04-14T16:58:16.338798+00:00
6789daa5-05e3-55fb-ae7a-be047f88b464,Mulabagilu Dosa,Banashankari,Basavanagudi,['South Indian'],100.0,low,3.6,11,{},2026-04-14T16:58:16.338798+00:00
164cc1ef-42be-56e6-9209-bd0297cf436a,Gokul Veg,Banashankari,Basavanagudi,"['North Indian', 'Chinese', 'Beverages']",750.0,low,3.8,469,{},2026-04-14T16:58:16.338798+00:00
517fd8c9-bc3b-5060-854b-a80003ba4b39,Olive - Era,Banashankari,Kumaraswamy Layout,"['Bbq', 'Arabian', 'Rolls', 'Chinese', 'North Indian', 'Juices', 'Kebab', 'Desserts']",550.0,low,3.3,511,{},2026-04-14T16:58:16.338798+00:00
205be447-1125-5c33-81b7-3b5c403746a2,Udupi Ruchi,Banashankari,Banashankari,"['South Indian', 'North Indian', 'Chinese', 'Street Food']",200.0,low,3.9,57,{},2026-04-14T16:58:16.338798+00:00
bf418007-1c20-5d02-9fef-6381f63fc8c6,Madhappa Hindu Military Hotel,Banashankari,Banashankari,['South Indian'],300.0,low,3.4,14,{},2026-04-14T16:58:16.338798+00:00
5a750d2b-4ed0-563b-8c0d-e6a9e5446008,Gama Gama,Banashankari,Banashankari,['South Indian'],200.0,low,3.9,264,{},2026-04-14T16:58:16.338798+00:00
eeb5ede9-aac2-5c5d-9b95-85fa676b1070,Pizza Hut,Banashankari,Banashankari,"['Pizza', 'Fast Food']",750.0,low,3.8,693,{},2026-04-14T16:58:16.338798+00:00
32f47c06-379e-5ffe-82ea-e862e72ea1a6,Mangalore Pearl,Banashankari,Jayanagar,"['Mangalorean', 'Seafood', 'Chinese', 'Biryani']",650.0,low,3.8,242,{},2026-04-14T16:58:16.338798+00:00
5075f277-0d58-5662-9b22-326a44821c63,Asha Sweets Centre,Banashankari,Basavanagudi,['Fast Food'],250.0,low,3.6,27,{},2026-04-14T16:58:16.338798+00:00
7923ebaa-3835-5516-919d-8efdf2371092,Twiststick House,Banashankari,Basavanagudi,"['Continental', 'Fast Food', 'Street Food', 'Momos']",500.0,low,4.1,163,{},2026-04-14T16:58:16.338798+00:00
0eb654d0-6681-5279-9b50-abe459620fb7,Cool Corner,Banashankari,Basavanagudi,"['Street Food', 'Fast Food']",250.0,low,4.2,191,{},2026-04-14T16:58:16.338798+00:00
